,state,acclength,areacode,interplan,vmailplan,vmailmess,daycalls,daycharge,evecalls,evecharge,nightcalls,nightcharge,intlmins,intlcalls,intlcharge,custservcalls,churn
2335,OR,134,415,no,yes,50,130,35.5,104,11.3,107,6.15,11.1,4,3.0,2,no
2336,TN,148,415,no,yes,36,141,13.19,60,17.6,115,11.51,10.9,2,2.94,1,no
2337,CT,93,415,no,no,0,101,46.09,133,20.18,103,6.54,8.4,6,2.27,1,yes
2338,AZ,138,415,no,no,0,104,40.94,92,12.28,98,5.66,11.6,1,3.13,0,no
2339,OR,159,510,no,no,0,98,19.52,101,16.37,108,11.66,12.2,5,3.29,0,no
2340,DE,103,415,no,yes,34,80,23.6,108,12.07,77,8.27,11.8,7,3.19,1,no
2341,CT,37,408,no,no,0,98,22.93,130,21.11,113,10.63,14.7,2,3.97,3,no
2342,AR,33,415,yes,no,0,99,27.88,102,13.01,104,5.57,6.4,4,1.73,0,no
2343,SD,55,415,no,no,0,130,41.74,54,16.38,83,6.38,9.1,4,2.46,1,no
2344,CT,134,408,no,yes,32,94,13.65,124,16.99,117,7.69,16.6,3,4.48,0,no
2345,CT,107,408,no,no,0,90,15.42,109,17.64,96,7.62,5.6,5,1.51,2,no
2346,MA,80,408,no,yes,36,115,32.35,78,21.81,145,9.67,3.8,4,1.03,1,no
2347,MS,78,408,no,no,0,108,18.46,126,17.84,117,10.02,7.9,5,2.13,1,yes
2348,MT,85,408,no,yes,17,88,15.27,75,19.82,116,7.46,9.3,7,2.51,4,yes
2349,AK,61,415,no,yes,15,106,42.91,69,15.96,137,11.68,10.0,3,2.7,2,no
2350,DE,97,415,no,yes,32,94,31.18,120,22.87,38,9.16,6.7,4,1.81,5,no
2351,OH,136,408,yes,no,0,103,31.18,113,12.06,122,9.02,10.4,9,2.81,2,no
2352,CA,87,415,no,yes,19,122,28.19,89,15.89,78,11.24,0.0,0,0.0,1,no
2353,OH,165,510,no,no,0,67,35.6,89,23.27,88,6.76,12.8,1,3.46,0,no
2354,NV,148,415,no,no,0,104,47.48,87,17.14,99,12.64,7.9,2,2.13,2,yes
2355,SC,99,415,no,no,0,102,29.6,118,8.42,126,9.52,7.7,2,2.08,2,no
2356,WV,123,415,no,no,0,78,29.87,96,15.69,92,7.06,9.1,2,2.46,2,no
2357,NM,127,415,yes,no,0,87,43.61,101,18.88,122,7.05,13.0,3,3.51,1,no
2358,WY,151,415,no,no,0,89,28.93,83,15.94,100,5.38,4.3,3,1.16,0,no
2359,CA,185,408,no,no,0,92,23.73,115,21.27,79,7.11,10.8,4,2.92,1,no
2360,WY,58,510,no,no,0,126,35.72,108,21.16,88,7.14,14.4,2,3.89,4,no
2361,OK,104,415,no,no,0,87,19.31,98,13.48,87,8.45,10.5,6,2.84,2,no
2362,MA,58,408,no,no,0,112,29.65,122,22.59,87,8.21,0.0,0,0.0,4,no
2363,MN,132,510,no,no,0,88,20.66,124,21.51,120,8.81,10.7,4,2.89,1,no
2364,NE,80,415,no,no,0,67,21.73,112,15.44,63,8.88,15.9,2,4.29,2,no
2365,OH,162,415,no,no,0,98,22.98,107,20.57,96,11.11,10.2,2,2.75,2,no
2366,KY,110,510,no,no,0,62,16.9,86,23.38,94,9.54,16.7,3,4.51,2,no
2367,CO,125,408,no,yes,23,104,20.49,115,19.36,100,7.13,10.2,3,2.75,1,no
2368,DC,170,510,no,no,0,106,31.3,70,17.42,133,10.09,9.8,3,2.65,2,no
2369,AK,71,510,no,no,0,84,31.45,129,19.76,82,8.6,14.9,4,4.02,3,no
2370,SC,124,415,no,no,0,109,27.35,152,12.26,97,5.42,12.9,12,3.48,1,no
2371,KS,68,415,no,no,0,68,35.29,123,21.39,100,8.62,10.9,6,2.94,2,no
2372,UT,97,415,no,no,0,134,35.56,0,0.0,94,7.89,11.8,6,3.19,1,no
2373,IL,98,510,yes,no,0,71,26.93,66,26.06,93,6.49,2.1,4,0.57,1,no
2374,DC,24,408,no,no,0,73,25.33,81,11.14,69,10.74,8.6,3,2.32,2,yes
2375,DC,136,510,no,no,0,63,34.77,95,17.75,119,10.08,9.8,2,2.65,0,no
2376,OK,44,408,no,no,0,86,49.1,87,14.95,106,9.69,9.5,2,2.57,0,yes
2377,KY,96,415,no,yes,40,90,18.46,154,17.54,118,5.68,13.4,4,3.62,0,no
2378,NE,31,415,no,no,0,129,16.58,78,22.13,100,3.99,7.0,5,1.89,1,no
2379,HI,24,415,no,no,0,104,26.55,101,7.65,116,9.23,7.3,5,1.97,1,no
2380,SC,112,415,no,yes,31,89,38.28,117,21.83,87,11.24,11.5,1,3.11,4,no
2381,GA,117,415,yes,no,0,118,48.86,84,22.07,86,6.89,10.0,3,2.7,1,yes
2382,KS,137,415,no,yes,19,96,29.8,146,20.51,109,9.51,7.8,2,2.11,0,no
2383,PA,136,408,no,no,0,75,17.36,97,18.66,92,3.32,9.8,5,2.65,0,no
2384,UT,95,415,no,no,0,103,26.84,90,22.07,117,10.35,14.0,2,3.78,0,no
2385,OR,82,415,no,yes,19,73,24.91,65,20.94,114,8.96,4.1,4,1.11,1,no
2386,ND,145,415,no,no,0,116,41.79,91,24.37,115,10.83,9.0,13,2.43,1,yes
2387,KY,56,415,yes,no,0,114,30.21,110,18.33,67,10.65,10.5,5,2.84,1,no
2388,MN,155,408,yes,no,0,146,42.64,105,12.96,104,6.66,10.0,5,2.7,2,no
2389,TX,53,415,no,no,0,113,20.35,84,16.12,108,11.53,12.9,7,3.48,2,no
2390,WY,123,415,no,no,0,87,41.17,101,19.22,121,12.09,8.2,3,2.21,5,yes
2391,GA,136,415,no,no,0,83,27.78,119,21.19,90,11.24,9.8,4,2.65,7,no
2392,TX,57,415,no,no,0,113,27.37,134,17.68,81,9.36,8.4,4,2.27,3,no
2393,WV,62,408,no,no,0,111,21.88,104,14.41,97,8.71,10.3,5,2.78,1,no
2394,NM,112,415,no,no,0,94,13.87,112,22.79,75,6.34,8.6,18,2.32,1,no
2395,MI,55,415,no,yes,20,91,35.31,113,16.97,110,9.74,7.3,1,1.97,1,no
2396,NC,95,408,no,no,0,115,21.86,88,18.38,96,11.49,6.3,2,1.7,6,yes
2397,NY,125,415,no,no,0,65,39.66,93,17.83,109,9.48,9.1,4,2.46,1,no
2398,TX,1,415,no,no,0,106,30.96,106,11.47,75,6.85,10.0,3,2.7,5,yes
2399,SD,105,415,no,no,0,88,42.77,103,14.88,112,8.3,5.4,5,1.46,1,no
2400,OR,99,408,no,no,0,44,43.59,105,18.23,75,10.52,7.9,1,2.13,3,yes
2401,WV,177,408,no,no,0,81,38.73,97,13.75,106,9.76,8.0,5,2.16,1,no
2402,SC,149,415,no,yes,20,132,25.13,94,23.53,110,6.75,10.2,6,2.75,0,no
2403,CT,160,415,no,no,0,136,39.93,134,23.02,101,9.87,13.9,2,3.75,1,yes
2404,MI,148,415,yes,no,0,81,39.7,71,15.95,97,5.5,9.6,2,2.59,0,yes
2405,MT,147,415,no,yes,35,134,33.54,99,11.99,90,9.54,10.1,4,2.73,2,yes
2406,NE,95,510,no,no,0,96,9.89,126,17.18,97,9.47,10.4,5,2.81,0,no
2407,UT,201,510,no,no,0,72,36.16,90,19.14,99,8.78,7.0,6,1.89,1,no
2408,WV,80,415,no,no,0,89,25.76,78,11.19,131,10.59,11.8,4,3.19,0,no
2409,AR,122,415,yes,no,0,117,24.87,93,18.59,97,10.62,11.5,5,3.11,1,no
2410,MT,132,408,no,no,0,100,33.17,95,12.65,117,10.1,6.7,2,1.81,0,no
2411,UT,83,510,no,no,0,71,35.51,92,18.26,108,11.16,13.0,5,3.51,1,no
2412,HI,99,408,no,no,0,107,23.07,103,17.71,95,9.4,8.8,3,2.38,7,yes
2413,KS,84,415,no,no,0,86,38.4,105,23.43,108,9.06,14.3,3,3.86,3,yes
2414,OH,87,510,no,no,0,106,26.06,117,19.08,152,12.3,8.9,5,2.4,2,no
2415,HI,150,415,no,no,0,117,36.38,89,16.35,99,10.92,7.9,4,2.13,1,no
2416,OR,89,415,no,yes,12,105,31.96,107,12.86,132,9.09,10.5,3,2.84,2,no
2417,NY,131,408,yes,no,0,83,20.79,94,10.1,95,6.66,13.7,3,3.7,3,yes
2418,VA,105,415,no,no,0,96,44.08,97,14.89,36,10.01,12.0,5,3.24,3,no
2419,MI,108,408,yes,no,0,114,19.57,70,17.96,85,6.12,13.8,3,3.73,2,yes
2420,ID,47,415,no,yes,28,109,29.39,94,11.7,109,9.17,8.3,6,2.24,1,no
2421,OR,161,408,no,no,0,73,33.42,79,14.47,79,8.74,12.5,3,3.38,1,no
2422,VT,128,408,no,no,0,130,38.74,71,25.72,82,8.62,5.5,7,1.49,1,yes
2423,AZ,69,415,no,yes,31,63,33.13,90,16.29,129,6.89,13.2,2,3.56,2,no
2424,VA,113,408,no,yes,34,63,7.63,82,11.41,118,7.58,13.3,3,3.59,1,no
2425,PA,87,408,no,yes,30,114,44.68,130,18.34,88,6.97,7.8,2,2.11,0,no
2426,KY,76,415,no,no,0,69,34.68,110,19.13,85,10.81,9.6,5,2.59,1,no
2427,NJ,87,510,no,no,0,109,37.94,86,10.84,83,13.02,14.5,4,3.92,3,no
2428,IL,117,408,no,no,0,82,20.23,108,15.94,97,8.52,11.5,3,3.11,1,no
2429,WA,177,415,no,no,0,91,45.24,79,19.14,58,10.11,8.9,8,2.4,3,yes
2430,WV,95,415,no,no,0,104,22.85,95,12.95,80,10.64,9.4,3,2.54,1,no
2431,OH,66,415,no,no,0,103,28.99,77,21.62,138,8.88,10.5,2,2.84,2,no
2432,MO,110,415,no,no,0,124,30.35,141,12.49,102,9.77,9.9,7,2.67,1,no
2433,MD,204,510,no,no,0,145,34.88,95,13.16,77,8.61,14.1,5,3.81,3,no
2434,OH,32,415,no,yes,31,97,39.58,111,15.6,111,9.31,13.0,2,3.51,0,no
2435,VA,133,408,no,yes,39,107,40.78,77,21.57,85,5.79,6.7,3,1.81,5,no
2436,FL,185,408,no,no,0,97,9.45,83,24.54,110,5.0,12.1,3,3.27,2,no
2437,CO,103,415,no,yes,37,78,26.1,108,20.56,110,11.01,10.6,3,2.86,1,no
2438,WV,131,415,no,no,0,89,33.34,87,15.77,132,11.25,5.2,6,1.4,2,no
2439,LA,153,510,no,no,0,127,28.36,121,12.2,130,9.48,11.8,4,3.19,0,no
2440,MA,132,415,no,yes,25,96,19.24,107,22.94,87,10.31,7.1,7,1.92,2,no
2441,UT,148,510,no,no,0,92,34.51,125,12.83,131,11.05,14.6,9,3.94,1,no
2442,ME,105,415,no,no,0,102,26.61,134,11.92,111,10.23,12.2,2,3.29,2,no
2443,TX,169,408,no,no,0,105,45.34,88,13.45,111,12.95,13.8,3,3.73,3,yes
2444,ND,127,415,no,yes,23,80,30.94,85,18.37,82,7.06,9.8,4,2.65,1,no
2445,CO,57,415,no,no,0,92,14.6,127,16.48,93,10.42,10.1,2,2.73,0,no
2446,LA,123,415,no,yes,33,87,24.92,59,9.76,99,9.92,2.9,7,0.78,0,no
2447,MT,103,510,no,yes,35,101,18.79,81,17.71,77,3.93,13.9,2,3.75,4,yes
2448,OR,101,415,no,no,0,89,20.16,97,16.97,61,2.4,11.5,5,3.11,1,no
2449,NH,123,415,no,yes,22,105,33.59,86,6.8,82,5.44,15.6,12,4.21,2,no
2450,NE,78,510,no,yes,32,116,35.75,83,16.34,92,11.07,10.8,4,2.92,6,no
2451,NV,129,415,no,no,0,98,25.5,101,19.75,123,11.75,12.5,6,3.38,1,no
2452,MA,67,415,no,yes,34,114,27.49,115,17.65,114,9.26,9.2,4,2.48,0,no
2453,MI,37,415,no,no,0,116,32.54,99,14.23,112,9.74,14.0,5,3.78,3,no
2454,KY,64,415,yes,no,0,83,24.94,91,12.61,69,10.74,12.5,3,3.38,3,no
2455,WV,173,510,no,no,0,103,18.6,111,8.61,106,7.53,7.8,7,2.11,1,no
2456,KY,135,510,no,no,0,115,24.5,68,21.23,82,9.51,13.6,3,3.67,1,no
2457,NJ,75,415,no,yes,42,93,42.31,108,14.52,91,4.7,11.2,8,3.02,1,no
2458,ME,88,415,no,no,0,112,14.57,70,18.84,75,8.58,11.6,3,3.13,4,yes
2459,TX,112,415,no,no,0,112,36.52,104,17.82,97,7.4,9.4,5,2.54,3,no
2460,MN,113,408,no,no,0,137,27.01,109,20.64,97,11.15,6.5,4,1.76,0,no
2461,VA,121,510,no,yes,28,94,18.7,76,12.03,87,10.68,6.4,3,1.73,2,no
2462,DC,70,415,no,no,0,145,25.98,102,15.61,75,6.83,10.5,2,2.84,1,no
2463,RI,39,408,no,no,0,83,15.86,114,16.97,104,9.28,6.5,4,1.76,0,no
2464,MA,142,408,no,no,0,134,36.86,106,15.96,108,6.21,8.3,2,2.24,0,no
2465,MD,176,408,no,no,0,101,34.32,78,13.15,79,7.4,9.0,2,2.43,1,no
2466,NM,105,408,no,no,0,81,24.89,80,19.13,117,10.35,8.5,2,2.3,1,no
2467,AZ,88,415,no,no,0,81,29.38,90,16.44,107,4.03,12.8,5,3.46,2,no
2468,AL,95,408,no,no,0,119,32.33,70,13.35,120,8.17,14.0,6,3.78,0,no
2469,MI,147,415,no,no,0,83,22.2,144,17.69,72,9.21,15.6,3,4.21,3,no
2470,SC,101,415,no,no,0,92,26.93,117,15.98,125,9.89,13.5,4,3.65,4,yes
2471,MS,115,415,no,no,0,111,28.31,98,20.08,92,9.25,15.6,2,4.21,1,no
2472,CA,82,415,no,no,0,112,33.88,120,16.44,117,11.45,7.0,10,1.89,0,no
2473,MD,141,415,no,no,0,126,31.47,98,19.81,106,6.85,9.1,7,2.46,0,no
2474,ND,149,408,no,no,0,80,29.82,127,16.78,102,8.47,9.7,2,2.62,2,no
2475,IL,131,510,no,no,0,123,44.78,74,12.91,101,9.83,10.7,2,2.89,2,no
2476,SD,119,510,no,no,0,108,16.01,100,22.45,79,9.17,7.3,3,1.97,1,no
2477,AL,112,510,no,no,0,83,32.2,89,18.62,116,7.56,7.1,8,1.92,3,no
2478,NV,116,510,no,yes,35,103,20.06,106,14.21,102,9.26,11.8,2,3.19,2,no
2479,LA,94,415,no,no,0,98,36.06,89,16.1,95,15.85,8.4,5,2.27,3,no
2480,VA,90,408,no,no,0,93,37.74,103,15.9,124,12.7,12.4,6,3.35,2,no
2481,DE,114,415,no,yes,31,98,37.88,105,15.34,101,6.81,13.0,4,3.51,0,no
2482,MA,122,408,no,yes,29,83,33.22,93,22.8,95,7.56,8.4,6,2.27,3,no
2483,OR,166,510,no,no,0,93,33.93,99,18.22,110,8.86,7.2,5,1.94,3,no
2484,WA,62,415,no,no,0,98,17.0,95,14.75,122,9.81,10.1,4,2.73,0,no
2485,SC,78,415,no,yes,21,85,27.3,79,18.96,92,5.58,9.5,1,2.57,2,no
2486,MD,154,510,no,no,0,122,26.27,71,18.21,105,8.01,12.0,2,3.24,3,yes
2487,NV,110,408,no,yes,34,114,32.69,114,10.99,102,6.13,6.3,12,1.7,1,no
2488,TX,75,415,no,no,0,106,51.87,115,15.98,116,10.59,8.5,5,2.3,0,yes
2489,ND,84,408,no,yes,38,106,32.81,106,13.06,87,11.72,7.4,5,2.0,2,no
2490,WV,113,510,no,no,0,88,12.33,112,17.34,118,5.31,6.6,3,1.78,1,no
2491,CO,181,510,no,yes,40,61,17.88,79,29.01,97,7.46,6.3,3,1.7,2,no
2492,TX,51,415,no,no,0,88,30.69,102,11.45,97,7.68,10.0,3,2.7,2,no
2493,FL,102,408,no,yes,29,86,36.5,109,26.72,110,12.61,14.3,2,3.86,0,no
2494,WV,88,510,no,no,0,99,22.36,128,14.86,83,8.29,7.9,2,2.13,5,yes
2495,MI,82,415,no,no,0,102,23.02,122,20.15,91,5.32,17.5,4,4.73,0,no
2496,MS,130,510,no,no,0,63,34.66,93,16.3,125,5.96,12.1,4,3.27,3,no
2497,MO,174,510,no,no,0,108,40.04,143,12.1,131,14.25,12.5,5,3.38,0,no
2498,AR,129,415,no,no,0,113,26.69,97,21.84,126,8.35,12.1,2,3.27,2,no
2499,MS,190,415,yes,no,0,55,19.02,124,18.96,81,10.94,10.0,7,2.7,3,no
2500,NY,54,510,yes,no,0,91,40.17,130,12.99,98,7.21,11.2,8,3.02,3,no
2501,SD,78,408,no,no,0,88,27.81,93,24.09,108,11.79,8.6,9,2.32,0,no
2502,AK,100,415,no,yes,29,127,36.31,82,14.95,100,9.32,8.9,3,2.4,1,no
2503,WV,70,510,no,yes,30,72,24.38,92,14.45,68,5.76,9.4,4,2.54,3,no
2504,SC,111,510,no,no,0,119,13.31,94,16.85,94,11.18,12.1,4,3.27,1,no
2505,VA,117,408,no,no,0,98,16.51,131,19.38,111,10.8,10.6,3,2.86,1,no
2506,MS,68,415,no,no,0,93,16.0,80,12.55,85,9.61,10.1,2,2.73,0,no
2507,SD,27,510,no,no,0,95,38.47,109,23.32,119,10.92,8.2,3,2.21,2,yes
2508,MN,91,415,no,no,0,61,22.75,96,13.5,92,8.53,10.5,2,2.84,1,no
2509,AL,181,415,no,yes,27,93,32.35,127,21.17,82,9.71,10.6,4,2.86,1,no
2510,CO,118,415,no,yes,36,106,50.13,115,14.08,63,8.51,9.8,5,2.65,3,no
2511,ME,112,415,no,no,0,114,31.52,119,16.27,78,6.48,10.0,11,2.7,2,no
2512,GA,93,415,no,no,0,121,30.52,131,16.31,125,7.45,12.0,4,3.24,0,no
2513,AZ,102,408,no,no,0,94,26.86,100,17.67,120,8.57,10.1,10,2.73,0,no
2514,AZ,107,415,no,yes,32,101,22.81,145,18.01,138,7.54,8.2,5,2.21,1,no
2515,DE,115,415,no,no,0,111,33.3,108,19.3,113,14.09,13.2,1,3.56,2,no
2516,WI,63,510,no,yes,13,61,36.41,88,15.4,68,7.83,10.3,2,2.78,0,no
2517,ME,57,415,no,no,0,101,37.59,65,20.12,137,11.35,9.5,1,2.57,0,no
2518,DC,119,408,no,yes,26,100,22.44,121,14.73,108,9.16,11.6,5,3.13,1,no
2519,GA,73,408,no,no,0,92,26.79,87,16.86,106,16.42,9.1,4,2.46,1,no
2520,NY,31,408,no,yes,28,116,29.21,125,20.46,80,11.05,10.6,7,2.86,1,no
2521,PA,129,510,no,yes,32,99,35.87,89,13.18,96,10.57,11.4,5,3.08,1,no
2522,HI,108,415,no,no,0,99,49.57,93,18.79,110,10.31,14.0,9,3.78,2,yes
2523,DE,139,408,no,no,0,110,23.63,93,11.3,120,12.24,12.1,1,3.27,0,no
2524,WV,102,408,no,no,0,125,39.92,99,16.93,88,7.34,10.0,1,2.7,4,no
2525,OK,149,408,no,no,0,83,31.89,81,17.12,79,11.89,8.8,1,2.38,1,no
2526,OR,113,415,no,no,0,143,27.17,93,17.86,86,7.88,13.1,7,3.54,2,no
2527,ND,131,408,no,yes,33,100,30.11,85,16.49,124,11.4,5.2,5,1.4,1,no
2528,MO,83,408,no,no,0,101,20.04,92,13.63,150,10.59,11.4,10,3.08,0,no
2529,AR,96,415,no,yes,21,95,42.09,150,21.79,72,7.14,10.8,6,2.92,2,no
2530,GA,98,408,no,no,0,77,28.88,155,11.76,105,6.42,8.5,7,2.3,1,no
2531,TN,3,415,no,no,0,120,31.45,129,17.31,89,7.67,14.1,3,3.81,3,no
2532,MA,77,408,no,yes,17,84,34.83,102,17.09,97,9.89,11.3,5,3.05,0,no
2533,ND,75,408,no,yes,24,119,38.34,108,15.47,106,12.19,9.4,2,2.54,3,no
2534,IA,40,510,no,no,0,115,28.85,123,12.02,115,11.39,10.5,3,2.84,4,yes
2535,NJ,108,415,no,no,0,102,40.68,127,18.99,104,11.31,10.6,6,2.86,0,no
2536,MT,100,415,no,no,0,96,19.26,89,16.82,93,12.8,11.7,2,3.16,4,yes
2537,AL,16,415,no,no,0,100,27.52,138,19.56,78,6.7,10.2,11,2.75,3,no
2538,NY,115,510,no,yes,16,110,22.66,111,15.78,113,7.27,5.6,4,1.51,2,no
2539,PA,108,510,no,yes,25,88,29.02,113,9.34,99,7.46,8.7,1,2.35,3,no
2540,VT,107,510,no,no,0,76,32.25,65,13.27,91,10.98,8.3,3,2.24,5,no
2541,NC,161,415,no,no,0,100,54.79,135,19.58,104,10.87,7.8,5,2.11,2,yes
2542,CT,147,415,no,no,0,74,21.15,78,27.28,126,7.07,10.4,4,2.81,2,no
2543,MO,107,415,no,no,0,94,24.97,111,9.72,97,5.15,11.4,5,3.08,3,no
2544,WV,120,510,no,no,0,123,32.74,105,17.54,93,12.74,10.8,3,2.92,1,no
2545,NJ,107,408,no,yes,36,83,16.37,91,15.27,121,7.48,10.3,2,2.78,1,no
2546,AK,58,510,no,no,0,96,22.42,107,14.25,106,9.27,14.7,5,3.97,3,no
2547,LA,91,408,no,no,0,121,25.02,87,14.89,80,6.13,13.3,3,3.59,2,no
2548,AL,13,415,no,no,0,139,24.33,88,20.37,123,9.98,7.1,5,1.92,2,no
2549,IN,104,408,no,no,0,127,47.67,79,15.25,77,6.78,15.2,6,4.1,5,no
2550,MA,93,415,no,yes,31,85,40.32,100,18.11,87,8.67,10.7,4,2.89,1,no
2551,DE,95,510,no,no,0,95,31.31,101,15.44,113,6.45,12.8,4,3.46,2,no
2552,SC,104,415,no,no,0,141,18.55,140,15.9,100,9.75,10.0,4,2.7,3,no
2553,NH,35,408,no,no,0,115,23.48,82,13.45,118,9.71,10.3,2,2.78,5,yes
2554,LA,62,415,no,no,0,94,31.76,92,17.65,98,8.78,8.8,4,2.38,3,no
2555,MS,143,510,no,no,0,112,26.42,92,24.73,91,10.28,13.9,5,3.75,1,no
2556,WA,60,415,yes,no,0,97,35.0,117,23.58,139,9.09,11.0,2,2.97,0,yes
2557,SC,41,510,no,no,0,138,35.22,83,18.2,105,8.69,11.9,4,3.21,1,no
2558,MT,34,415,no,yes,14,100,25.76,126,21.14,120,8.99,10.7,5,2.89,2,no
2559,NM,183,415,no,no,0,100,32.3,78,20.96,107,13.69,9.5,4,2.57,1,no
2560,AZ,94,415,no,no,0,111,37.54,67,13.28,89,8.46,10.5,4,2.84,2,no
2561,CT,73,415,no,yes,47,117,29.53,114,17.34,94,7.86,6.3,3,1.7,2,no
2562,IL,123,408,no,no,0,94,19.52,104,12.75,119,12.09,9.6,4,2.59,2,no
2563,IN,64,408,no,no,0,97,19.35,97,16.35,89,9.67,10.4,1,2.81,3,no
2564,AR,127,415,yes,no,0,60,24.34,159,15.26,122,7.73,6.2,4,1.67,4,yes
2565,NH,123,408,no,no,0,99,38.08,80,17.91,75,10.44,2.1,5,0.57,0,no
2566,NV,148,510,no,no,0,95,36.75,105,15.78,143,13.5,10.0,5,2.7,2,no
2567,MI,52,415,no,no,0,97,34.75,128,23.22,118,8.08,11.0,5,2.97,1,no
2568,WI,91,408,no,yes,44,101,36.82,98,14.71,95,10.89,9.1,3,2.46,1,no
2569,AR,54,415,no,no,0,85,42.08,93,19.16,132,10.99,10.2,2,2.75,2,yes
2570,NH,152,510,no,no,0,93,38.78,106,11.59,107,8.88,9.0,2,2.43,1,no
2571,CT,67,415,no,no,0,70,19.64,143,21.44,91,9.4,7.5,6,2.03,0,no
2572,NH,100,408,no,no,0,125,37.2,102,12.61,97,12.5,9.7,6,2.62,1,no
2573,WY,41,510,no,no,0,67,38.05,74,20.81,156,10.07,12.3,5,3.32,3,no
2574,OR,133,415,no,no,0,71,24.45,131,15.64,132,12.4,12.9,4,3.48,3,no
2575,SC,36,408,no,yes,43,123,5.08,117,10.97,105,14.67,8.6,6,2.32,2,no
2576,NY,122,415,no,no,0,128,24.04,70,12.44,75,5.54,8.1,4,2.19,0,no
2577,NM,84,408,no,yes,41,102,26.16,117,11.96,101,9.8,12.8,5,3.46,1,no
2578,LA,91,415,no,no,0,128,32.39,103,17.47,63,5.88,13.8,5,3.73,0,no
2579,UT,110,408,no,no,0,102,32.74,118,15.21,74,9.66,9.4,4,2.54,1,no
2580,AL,91,408,yes,no,0,115,25.81,116,8.81,86,7.03,12.2,4,3.29,1,no
2581,DE,121,408,no,no,0,74,36.65,98,16.4,103,6.48,10.1,4,2.73,5,no
2582,WV,109,415,no,no,0,100,30.6,103,19.47,105,6.27,7.8,8,2.11,3,no
2583,KY,95,510,no,no,0,116,26.74,77,16.79,111,5.77,8.4,4,2.27,2,no
2584,NC,72,415,no,no,0,88,33.41,129,13.48,118,12.12,6.8,3,1.84,0,no
2585,WV,58,408,no,yes,39,40,36.02,76,23.32,139,9.47,5.4,4,1.46,1,no
2586,WA,76,510,yes,no,0,110,41.96,63,17.54,123,9.38,13.2,5,3.56,0,yes
2587,ID,103,415,no,no,0,151,29.7,56,12.58,109,7.57,15.8,3,4.27,6,yes
2588,OK,35,510,no,yes,37,76,30.8,98,15.1,136,10.26,5.0,3,1.35,2,no
2589,IA,88,415,no,no,0,67,19.33,127,14.03,142,6.37,10.8,3,2.92,1,no
2590,NE,67,415,no,yes,41,86,29.7,93,13.65,108,6.99,13.4,1,3.62,0,no
2591,ID,77,510,no,yes,29,89,35.89,97,19.0,106,6.68,9.7,9,2.62,2,no
2592,OR,124,510,no,no,0,108,28.78,91,15.18,82,10.9,12.2,3,3.29,1,no
2593,SD,30,415,no,no,0,107,42.06,76,14.95,90,12.93,11.3,2,3.05,0,no
2594,DE,53,415,no,yes,32,63,22.3,125,19.33,105,8.05,12.8,2,3.46,2,no
2595,WA,152,510,no,no,0,84,27.44,88,13.91,121,6.89,11.8,5,3.19,1,no
2596,MN,59,408,no,yes,32,120,36.02,136,17.25,95,9.61,8.8,5,2.38,1,no
2597,WA,143,510,no,no,0,120,27.27,104,24.3,85,8.21,6.9,4,1.86,3,no
2598,PA,142,510,no,yes,40,101,39.22,88,21.83,92,11.88,6.4,3,1.73,1,no
2599,ID,105,408,no,no,0,96,39.54,117,21.54,101,6.93,10.5,9,2.84,1,no
2600,MS,111,408,no,no,0,90,50.1,72,25.04,121,11.7,10.8,3,2.92,1,yes
2601,WA,143,510,no,no,0,107,22.68,117,19.03,85,8.12,10.2,13,2.75,1,no
2602,DC,93,408,no,yes,22,123,52.05,83,16.12,107,10.81,11.7,2,3.16,0,no
2603,OH,68,415,yes,yes,24,92,21.37,98,23.45,108,9.65,14.2,6,3.83,3,yes
2604,TN,93,510,yes,no,0,114,28.63,127,23.46,48,8.83,11.4,3,3.08,1,no
2605,ID,103,415,no,no,0,134,12.05,112,11.43,164,7.6,12.0,6,3.24,2,no
2606,WV,144,510,no,yes,38,86,17.85,123,10.35,122,9.97,3.7,4,1.0,0,no
2607,WI,93,415,no,no,0,141,25.86,107,18.32,111,11.81,12.0,7,3.24,1,no
2608,OK,149,510,yes,no,0,79,30.75,83,16.57,109,8.9,8.8,9,2.38,3,no
2609,NY,150,415,no,yes,35,72,23.73,170,28.29,105,9.62,8.8,2,2.38,2,no
2610,WI,184,408,no,yes,12,76,34.05,105,21.56,93,6.72,10.2,5,2.75,0,no
2611,SC,88,408,no,no,0,94,26.1,118,21.39,99,8.2,8.5,6,2.3,1,no
2612,UT,61,415,yes,yes,29,119,21.79,83,14.59,114,11.29,11.7,6,3.16,3,no
2613,NC,110,408,no,no,0,145,27.12,101,17.2,96,11.52,16.7,2,4.51,2,no
2614,IN,115,415,no,no,0,101,38.49,60,23.53,82,9.6,12.3,4,3.32,3,yes
2615,AR,33,408,no,no,0,81,42.82,96,16.54,87,9.5,8.4,3,2.27,2,no
2616,ME,100,510,no,no,0,117,44.97,111,16.49,111,11.82,7.5,4,2.03,2,yes
2617,OR,27,510,no,no,0,81,39.46,101,17.92,87,7.44,15.0,6,4.05,5,no
2618,IL,117,415,no,no,0,86,34.32,96,18.05,98,7.96,7.8,10,2.11,1,no
2619,WI,142,510,no,no,0,102,39.46,110,14.3,120,8.88,9.9,3,2.67,1,no
2620,OK,112,415,no,no,0,79,28.22,100,6.34,74,11.16,6.3,7,1.7,0,no
